FIPS,STATE,COUNTY,GEN_VAX_RATE,COUN_VAX_RATE,COMP_RATE_18UP,COMP_RATE_65UP,BOOSTER_RATE,BOOSTER_RATE_18UP,BOOSTER_RATE_65UP,SVI,IS_METRO,POP,POP_18UP,POP_65UP
37097,NC,Iredell County,96.9,52,61.1,82.3,21.8,23.3,29.3,B,1,181806,140623,29513
19007,IA,Appanoose County,97.4,47,57.6,80.7,52.8,55.0,74.5,B,0,12426,9621,2843
13133,GA,Greene County,89.6,54,63.8,82.2,43.6,45.1,57.3,C,0,18324,14883,5362
41039,OR,Lane County,97.8,67,75.5,90.9,53.5,56.1,76.2,C,1,382067,312552,76174
55057,WI,Juneau County,96.9,53.2,61.5,86.2,52.5,55.8,73.3,B,0,26687,21357,5564
16051,ID,Jefferson County,97.8,42.6,56.7,82.9,31.3,35.5,58.7,B,1,29871,19816,3455
48361,TX,Orange County,99,36.1,45.6,69.4,34.4,35.8,55.9,C,1,83396,62744,13729
21083,KY,Graves County,94,45.1,56,77.5,43.4,45.7,70.5,D,0,37266,28286,7024
37141,NC,Pender County,96.9,51.8,61.1,79.7,23.5,25.0,36.6,C,1,63060,49058,11716
39023,OH,Clark County,98.6,52.5,62.9,86.8,47.2,49.8,69.5,C,1,134083,104183,26463
31089,NE,Holt County,90.6,42.5,52.4,67,61.4,65.6,92.4,A,0,10067,7520,2214
35047,NM,San Miguel County,97,67.1,72.6,80.4,57.4,62.1,73.8,D,0,27277,22517,6167
18031,IN,Decatur County,98.6,47.9,59.2,87.9,47.2,49.2,69.9,A,0,26559,20235,4629
54093,WV,Tucker County,97.2,60.3,66.8,82.6,48.2,50.6,64.4,B,0,6839,5831,1835
UNK,IA,Unknown County,97.4,0,0,0,40.9,42.8,89.4,,,,,
16011,ID,Bingham County,97.8,47.7,62.4,81.2,36.1,39.7,64.8,C,0,46811,32589,6788
27087,MN,Mahnomen County,94.6,58.7,77.7,95,44.7,48.5,66.4,D,0,5527,3769,954
48001,TX,Anderson County,99,39.2,46.6,64.2,31.4,32.3,52.0,D,0,57735,46755,8658
32021,NV,Mineral County,94.9,58,68.9,83.2,46.4,48.3,64.6,D,0,4505,3620,1145
40061,OK,Haskell County,93.8,40.9,50.4,72.6,39.1,41.1,61.1,D,0,12627,9673,2576
48325,TX,Medina County,99,55.3,65.4,81.2,39.0,41.9,61.2,C,1,51584,39775,8757
22081,LA,Red River Parish,96.8,36.5,44.4,59.2,35.9,37.9,56.8,D,0,8442,6469,1660
48501,TX,Yoakum County,99,40,55.2,76.6,31.1,33.2,52.5,B,0,8713,5864,1033
UNK,VT,Unknown County,73.6,0,0,0,61.4,66.2,85.0,,,,,
20011,KS,Bourbon County,93.6,36.5,45.5,64.6,47.7,50.2,69.9,C,0,14534,10824,2940
47097,TN,Lauderdale County,97.8,37.2,46,73.4,36.3,37.5,58.1,D,0,25633,19960,4180
46035,SD,Davison County,96.7,60.7,70.5,87.9,40.9,44.4,65.1,A,0,19775,15222,3782
12001,FL,Alachua County,98.6,65.8,72.9,95,44.0,46.8,66.1,B,1,269043,220754,39272
29067,MO,Douglas County,91.3,24,29.7,41.4,39.3,40.6,54.6,C,0,13185,10276,3283
48027,TX,Bell County,99,59.5,73.8,91.1,24.7,26.8,55.1,D,1,362924,262932,40534
20055,KS,Finney County,93.6,46.3,57.9,63.9,30.3,33.7,59.0,D,0,36467,25471,4141
37105,NC,Lee County,96.9,56.1,66.5,87.4,23.0,24.7,37.1,D,0,61779,47136,10404
13297,GA,Walton County,89.6,40.9,50.5,74.8,35.5,37.3,52.2,B,1,94593,71492,14868
32015,NV,Lander County,94.9,40.1,50.3,58.9,40.4,43.2,64.1,D,0,5532,4084,885
38041,ND,Hettinger County,92.6,39,50.7,78.9,51.6,52.9,68.5,A,0,2499,1871,551
36047,NY,Kings County,97.6,71.1,82.7,77.7,37.4,40.4,58.4,D,1,2559903,1979232,367884
22039,LA,Evangeline Parish,96.8,38.4,47.5,66,34.9,37.2,65.9,D,0,33395,25073,5286
54021,WV,Gilmer County,97.2,60.2,67.5,84.8,45.1,46.3,67.7,D,0,7823,6703,1386
45003,SC,Aiken County,93.1,45.4,53.4,70.3,36.5,38.9,57.7,C,1,170872,134333,33992
53071,WA,Walla Walla County,96,63.1,71.8,85.6,47.7,51.1,75.9,C,1,60760,48202,11364
72053,PR,Fajardo Municipio,95.9,77.2,82.4,78.5,46.7,49.5,58.5,C,1,29454,24023,6647
72141,PR,Utuado Municipio,95.9,73.8,78.2,79.6,57.5,60.7,68.6,B,1,27395,22451,6263
72043,PR,Coamo Municipio,95.9,72.1,75.5,85.6,58.9,62.7,68.0,B,0,38336,31236,7114
47095,TN,Lake County,97.8,34.9,39.3,69.6,27.7,28.4,46.6,D,0,7016,6010,1175
72007,PR,Aguas Buenas Municipio,95.9,74.1,78,77.4,54.1,57.6,62.4,C,1,24814,20374,5170
08019,CO,Clear Creek County,97.1,48.9,53.1,66,53.0,56.1,66.5,A,1,9700,8238,2070
51678,VA,Lexington city,79.3,39.3,42.8,78.5,1.5,1.4,1.8,B,0,7446,6468,1124
47175,TN,Van Buren County,97.8,58.3,69.9,94.6,45.7,47.0,68.5,C,0,5872,4716,1375
13229,GA,Pierce County,89.6,33.2,42.4,67,29.1,30.0,46.2,C,0,19465,14696,3395
24015,MD,Cecil County,98.2,57.5,67.7,86.8,39.5,42.0,61.6,B,1,102855,79749,16676
19197,IA,Wright County,97.4,57,69.1,85,53.7,57.6,79.6,B,0,12562,9502,2904
45053,SC,Jasper County,93.1,37,42.8,51.4,32.0,34.2,55.7,D,1,30073,24117,6052
30035,MT,Glacier County,95.8,84.3,95,95,31.3,37.6,47.9,D,0,13753,9434,1733
31177,NE,Washington County,90.6,55.9,65.6,84,56.4,61.3,82.5,A,1,20729,15723,3863
37071,NC,Gaston County,96.9,49.9,59.1,80,23.6,25.1,35.2,C,1,224529,174276,36651
37159,NC,Rowan County,96.9,43.9,52.6,74.2,23.3,24.6,34.3,D,1,142088,110729,25371
01099,AL,Monroe County,92.4,43.3,51.5,65.3,34.9,37.0,54.1,C,0,20733,16360,4385
02198,AK,Prince of Wales-Hyder Census Area,97.6,53.2,60.2,70.7,50.2,52.8,68.1,D,0,6203,4821,1125
05001,AR,Arkansas County,90.5,55.3,66,78.9,41.4,44.3,69.6,D,0,17486,13479,3551
13221,GA,Oglethorpe County,89.6,42.1,49.6,67.1,40.3,42.7,59.4,C,1,15259,12099,2958
17153,IL,Pulaski County,98.4,42,50.8,65.8,40.0,41.7,57.8,C,0,5335,4199,1235
48299,TX,Llano County,99,51.1,58.3,68.5,46.9,48.1,61.6,B,0,21795,18499,8119
08067,CO,La Plata County,97.1,70.1,77.9,95,56.6,60.2,74.5,A,0,56221,45749,10249
22111,LA,Union Parish,96.8,45.1,54,72.3,39.7,41.8,62.5,D,1,22108,17352,4661
29161,MO,Phelps County,91.3,43.4,50.7,70,40.3,42.8,62.1,C,0,44573,35235,7557
36031,NY,Essex County,97.6,71.1,76.9,84.7,55.7,59.1,73.5,B,0,36885,30977,8949
39131,OH,Pike County,98.6,43.8,53.6,74.3,42.5,44.6,63.5,D,0,27772,21286,5063
18075,IN,Jay County,98.6,38.4,48.8,80.5,48.4,50.1,70.3,C,0,20436,15280,3775
51085,VA,Hanover County,79.3,58.6,67,80.5,31.4,33.3,38.4,A,1,107766,84419,19790
53061,WA,Snohomish County,96,70.1,79.4,90.8,53.0,57.5,77.8,B,1,822083,637973,114832
53001,WA,Adams County,96,59.3,81.8,90.8,34.2,37.4,67.7,D,0,19983,12814,2264
27153,MN,Todd County,94.6,42.7,52.3,71,57.8,61.2,77.9,B,0,24664,18766,5451
20037,KS,Crawford County,93.6,46.8,54.4,78.3,44.6,47.8,69.4,C,0,38818,30346,6135
28065,MS,Jefferson Davis County,98.1,44.7,51.3,59.1,36.7,39.6,61.2,D,0,11128,8919,2570
36019,NY,Clinton County,97.6,72.1,78.7,95,56.2,60.0,79.6,C,0,80485,66064,14221
47091,TN,Johnson County,97.8,37,42.7,62.6,43.8,45.3,59.6,C,0,17788,14782,4146
51183,VA,Sussex County,79.3,35.2,40.7,61.4,20.5,21.0,11.5,D,1,11159,9462,2070
20191,KS,Sumner County,93.6,43.2,53.1,70.5,41.2,43.7,62.8,A,1,22836,17283,4383
01107,AL,Pickens County,92.4,49,57.6,73.7,35.0,36.5,53.5,D,1,19930,16066,3886
17005,IL,Bond County,98.4,54.9,63.2,82,45.9,48.4,74.7,B,1,16426,13292,3194
48265,TX,Kerr County,99,50.3,58.4,73.5,40.2,42.2,55.7,C,0,52600,42636,14769
54023,WV,Grant County,97.2,44.5,53.1,67.7,45.0,46.5,62.1,B,0,11568,9324,2901
33019,NH,Sullivan County,94.1,62.6,71,85.6,37.1,38.7,38.1,A,0,43146,35124,9531
36073,NY,Orleans County,97.6,54.7,62.7,80.9,48.3,51.0,70.6,C,1,40352,32555,7434
20005,KS,Atchison County,93.6,46.1,54,81.3,43.6,47.1,67.3,B,0,16073,12413,2829
22029,LA,Concordia Parish,96.8,42.7,51.5,63.7,28.9,30.9,57.8,D,0,19259,14697,3426
08111,CO,San Juan County,97.1,94.1,95,86.2,53.4,55.4,75.3,A,0,728,637,188
20085,KS,Jackson County,93.6,63.7,75.9,83.9,43.2,47.2,69.1,B,1,13171,9864,2557
19003,IA,Adams County,97.4,56.1,67.1,82.5,55.6,58.4,78.0,A,0,3602,2848,852
29045,MO,Clark County,91.3,30.8,37.9,53.6,46.9,48.7,80.8,B,0,6797,5270,1459
13249,GA,Schley County,89.6,34.7,43.2,55.9,33.4,34.8,54.8,D,0,5257,4003,938
48455,TX,Trinity County,99,39.3,47,60.9,38.1,39.4,54.5,D,0,14651,11764,3956
23023,ME,Sagadahoc County,96.2,79.2,87.7,95,58.3,62.9,80.0,A,1,35856,29040,8160
32003,NV,Clark County,94.9,56.9,66.9,79.2,36.9,39.7,60.6,C,1,2266715,1745917,342659
29183,MO,St. Charles County,91.3,60.8,70.2,88.9,46.2,50.3,72.0,A,1,402022,309726,63470
47185,TN,White County,97.8,42.1,51.7,80.8,44.9,46.4,64.3,C,0,27345,21387,5615
47109,TN,McNairy County,97.8,47.1,57.8,85.4,37.7,38.9,54.4,C,0,25694,20152,5439
54007,WV,Braxton County,97.2,44.5,52.3,69.8,47.7,49.7,67.0,C,0,13957,11279,3306
01059,AL,Franklin County,92.4,43.3,54.6,79.4,31.8,33.3,55.0,D,0,31362,23590,5374
23017,ME,Oxford County,96.2,67.5,75.5,90.5,51.1,54.3,71.0,B,0,57975,47450,13093
17193,IL,White County,98.4,51.7,63.4,94.3,43.4,44.9,62.4,C,0,13537,10534,2893
46069,SD,Hyde County,96.7,53.8,64.4,86.2,51.4,54.1,77.9,A,0,1301,1021,326
40133,OK,Seminole County,93.8,51.9,63.6,82.7,36.3,38.7,57.1,D,0,24258,18311,4452
02282,AK,Yakutat City and Borough,97.6,78.2,86.4,88.5,52.8,56.6,80.6,C,0,579,477,122
72049,PR,Culebra Municipio,95.9,95,95,92.8,42.4,43.1,47.1,A,0,1714,1411,391
12041,FL,Gilchrist County,98.6,36.5,43,66.4,36.4,37.9,56.8,D,1,18582,14885,3838
26137,MI,Otsego County,95.5,55.3,65.7,86.3,54.3,56.4,72.4,B,0,24668,19545,5363
40021,OK,Cherokee County,93.8,47.4,55,71.7,39.2,42.2,62.8,D,0,48657,38112,8264
20163,KS,Rooks County,93.6,48.1,58.3,75.9,42.5,44.6,60.7,A,0,4920,3827,1137
21001,KY,Adair County,94,39,45.9,61.5,41.8,43.9,61.3,C,0,19202,15385,3695
21107,KY,Hopkins County,94,51.3,61.7,81.9,42.9,45.3,67.8,C,0,44686,34558,8494
38049,ND,McHenry County,92.6,41.6,51.8,79.2,46.2,48.5,70.4,A,0,5745,4380,1202
35001,NM,Bernalillo County,97,69.4,78.1,89.9,52.1,56.2,70.2,C,1,679121,534057,114902
46067,SD,Hutchinson County,96.7,53.5,66.9,89.6,53.3,56.1,72.5,A,0,7291,5444,1670
48157,TX,Fort Bend County,99,70.9,82.5,95,40.1,45.0,62.0,B,1,811688,590029,93851
27085,MN,McLeod County,94.6,57.7,68.3,89.9,54.1,57.8,78.5,A,0,35893,27717,6872
30055,MT,McCone County,95.8,17.8,21.6,30.6,74.3,76.8,95.0,A,0,1664,1313,451
48159,TX,Franklin County,99,36.8,45.9,65.7,38.0,39.2,58.2,C,0,10725,8243,2367
26085,MI,Lake County,95.5,62.3,72.5,68.3,43.2,44.1,69.9,D,0,11853,9901,3538
31039,NE,Cuming County,90.6,52.9,63,68.7,66.0,72.1,95.0,A,0,8846,6696,1978
47135,TN,Perry County,97.8,40.8,50.1,73.2,43.8,45.5,62.2,C,0,8076,6283,1725
53007,WA,Chelan County,96,70.1,81.8,92,48.5,52.4,73.8,C,1,77200,59294,15169
27127,MN,Redwood County,94.6,54,65.1,85,56.8,61.3,76.7,A,0,15170,11389,3273
51790,VA,Staunton city,79.3,46.6,54.9,73.5,2.9,3.0,3.8,B,1,24932,20109,5345
04027,AZ,Yuma County,97.7,69.1,79.4,76.4,36.8,41.1,58.5,D,1,213787,160218,41302
39079,OH,Jackson County,98.6,46.9,57.3,80.2,45.8,48.5,66.9,D,0,32413,24669,5718
42055,PA,Franklin County,94.7,48.9,57.9,78.9,43.9,46.5,65.7,B,1,155027,120801,31169
32027,NV,Pershing County,94.9,36,41.1,49.8,43.2,44.7,63.9,D,0,6725,5635,1103
17131,IL,Mercer County,98.4,59.9,69.4,90.4,47.9,51.2,71.8,A,1,15437,12173,3365
05027,AR,Columbia County,90.5,48.2,55.8,77.1,32.0,34.1,52.6,D,0,23457,18617,4160
27129,MN,Renville County,94.6,54.6,65.6,87.5,54.3,57.8,76.1,A,0,14548,11162,3065
13247,GA,Rockdale County,89.6,50.1,60.3,81.5,40.3,43.3,60.7,C,1,90896,68889,13574
51071,VA,Giles County,79.3,44.9,53.7,68.3,31.8,33.1,47.1,B,1,16720,13311,3737
28145,MS,Union County,98.1,39,49,74.7,36.7,38.6,61.6,D,0,28815,21595,4858
13295,GA,Walker County,89.6,40.8,49.7,72.6,32.5,33.6,47.2,C,1,69761,54746,13199
48427,TX,Starr County,99,91.7,91.7,95,30.6,42.9,64.4,D,0,64633,43537,7370
08091,CO,Ouray County,97.1,64.8,70.2,81.6,62.0,65.5,75.3,A,0,4952,4196,1350
51167,VA,Russell County,79.3,46.8,54.3,71.3,34.1,35.4,45.8,B,0,26586,21612,5987
27039,MN,Dodge County,94.6,60.2,70.1,88.2,56.1,61.9,79.0,A,1,20934,15575,3174
30033,MT,Garfield County,95.8,19.3,24.6,42.2,36.2,37.0,45.3,A,0,1258,966,303
22091,LA,St. Helena Parish,96.8,31.2,35.6,43.9,41.2,44.5,66.6,D,1,10132,8037,2091
48255,TX,Karnes County,99,57,69.5,95,31.2,32.1,54.5,D,0,15601,12282,2211
31185,NE,York County,90.6,51.8,62.5,80.4,55.4,58.9,80.8,A,0,13679,10502,2860
13217,GA,Newton County,89.6,41.7,51.1,76,36.3,39.0,56.9,C,1,111744,82882,14847
35027,NM,Lincoln County,97,58.2,67.2,81.5,52.2,54.4,66.5,B,0,19572,16003,5717
42061,PA,Huntingdon County,94.7,50.8,59.1,76.5,45.7,47.1,64.9,B,0,45144,37218,9639
54039,WV,Kanawha County,97.2,65.1,74.3,89.2,50.5,53.9,71.9,C,1,178124,142564,37741
34027,NJ,Morris County,93.9,77,86.4,90.5,52.8,57.0,73.3,A,1,491845,389368,86486
19087,IA,Henry County,97.4,53.4,63.5,83.1,52.4,55.4,76.8,B,0,19954,15666,3892
20079,KS,Harvey County,93.6,46.2,55.1,64,46.2,49.5,69.2,B,1,34429,26160,6822
18175,IN,Washington County,98.6,39.8,48.6,72.8,40.4,42.4,62.4,B,1,28036,21578,4861
08009,CO,Baca County,97.1,38.9,48,66.7,49.5,51.3,63.7,C,0,3581,2785,875
29169,MO,Pulaski County,91.3,50.5,60.4,75.1,13.7,14.4,50.8,C,0,52607,41168,4797
51073,VA,Gloucester County,79.3,62.6,71.8,90.7,47.6,50.7,76.9,A,1,37348,29902,7329
39053,OH,Gallia County,98.6,46.3,56.6,81,43.9,46.0,62.3,C,0,29898,23088,5766
40135,OK,Sequoyah County,93.8,39.8,48.3,66.1,35.9,38.0,57.9,D,1,41569,31927,7835
40037,OK,Creek County,93.8,43.3,52.8,70.9,38.7,40.9,62.2,B,1,71522,54753,13047
39031,OH,Coshocton County,98.6,38.5,48,72.2,49.9,52.1,70.9,C,0,36600,27865,7255
47127,TN,Moore County,97.8,21.7,25.9,39.8,46.6,47.9,63.6,A,0,6488,5234,1431
48429,TX,Stephens County,99,36.4,45.1,67.9,33.8,34.8,54.5,D,0,9366,7309,1890
06061,CA,Placer County,97.5,67.1,76,90.6,54.6,59.4,74.2,A,1,398329,310382,79390
19153,IA,Polk County,97.4,67.1,78.1,95,52.2,57.4,80.1,B,1,490161,369162,66091
21109,KY,Jackson County,94,36.3,44.5,59,40.5,42.2,62.5,C,0,13329,10337,2406
19095,IA,Iowa County,97.4,62.5,74.1,94.6,52.8,56.9,74.4,A,0,16184,12413,3126
17151,IL,Pope County,98.4,35.6,38.7,56,43.3,44.9,57.6,B,0,4177,3677,1183
25027,MA,Worcester County,89.9,69.1,76.6,86.5,50.3,54.7,71.5,B,1,830622,657227,134009
21173,KY,Montgomery County,94,46.1,54.4,76,45.7,49.2,67.2,D,0,28157,21587,4596
05043,AR,Drew County,90.5,47.7,55.5,69.8,39.6,42.7,65.1,D,0,18219,14284,3316
13271,GA,Telfair County,89.6,28.9,32.7,46.4,34.3,35.8,54.8,D,0,15860,13318,2976
37117,NC,Martin County,96.9,51.9,61.3,78.7,25.7,27.0,37.7,D,0,22440,17917,5372
36065,NY,Oneida County,97.6,62.4,71.6,86,54.4,58.6,77.1,C,1,228671,179973,43844
12005,FL,Bay County,98.6,52.8,62.9,79.6,32.0,33.3,55.5,C,1,174705,138722,32535
39173,OH,Wood County,98.6,61.5,69.3,95,52.8,56.9,77.3,A,1,130817,104261,20525
40151,OK,Woods County,93.8,41.2,48.8,81.9,46.0,48.2,68.5,B,0,8793,6992,1530
51001,VA,Accomack County,79.3,72.4,84.6,93.7,42.7,45.3,68.4,D,0,32316,25626,7934
12059,FL,Holmes County,98.6,29.3,35.6,59.7,29.5,30.1,43.3,D,0,19617,15624,3921
12057,FL,Hillsborough County,98.6,62.1,72.1,89.3,36.4,39.2,56.3,C,1,1471968,1146730,214035
13081,GA,Crisp County,89.6,43.4,52.5,64.3,32.8,35.0,51.6,D,0,22372,17021,4309
12123,FL,Taylor County,98.6,39.9,47.7,71.9,32.0,33.2,51.0,D,0,21569,17310,4525
37021,NC,Buncombe County,96.9,65.7,73.2,84.5,30.8,32.7,44.7,B,1,261191,213777,53494
26157,MI,Tuscola County,95.5,45.9,54.6,79.9,53.3,55.3,73.4,B,0,52245,41651,10880
19173,IA,Taylor County,97.4,46.7,57.9,85.1,56.5,59.0,75.9,B,0,6121,4687,1392
29011,MO,Barton County,91.3,32.9,41.2,60.3,38.3,39.5,55.3,C,0,11754,9029,2493
39049,OH,Franklin County,98.6,63.8,73.7,90.2,50.2,54.6,75.6,C,1,1316756,1011349,163143
46003,SD,Aurora County,96.7,54.1,65.7,82.1,46.2,48.8,67.7,B,0,2751,2069,569
48371,TX,Pecos County,99,57.6,68.2,81.3,38.6,42.1,64.9,D,0,15823,11942,2141
72077,PR,Juncos Municipio,95.9,74.1,78.7,90.6,54.2,57.5,62.1,C,1,38155,30585,6363
29197,MO,Schuyler County,91.3,25.9,33.7,55.4,54.9,56.6,78.2,B,0,4660,3461,910
48171,TX,Gillespie County,99,53.5,63.4,79.7,42.7,44.5,59.5,B,0,26988,21661,8110
48379,TX,Rains County,99,36.8,44.3,61,38.1,39.2,57.3,B,0,12514,9989,3123
41069,OR,Wheeler County,97.8,54.3,60.3,74.2,59.3,61.3,75.8,B,0,1332,1147,484
26149,MI,St. Joseph County,95.5,45,55.5,78.2,48.4,50.7,70.9,C,0,60964,46253,11257
20081,KS,Haskell County,93.6,38.8,49.6,70.2,41.5,44.6,64.8,B,0,3968,2859,620
21233,KY,Webster County,94,45.7,56.4,79.3,39.6,41.5,63.7,D,0,12942,9921,2343
31111,NE,Lincoln County,90.6,33,39.7,52.5,61.3,65.9,95.0,B,0,34914,26756,7012
46045,SD,Edmunds County,96.7,45.6,55.6,81.3,49.1,51.5,67.9,A,0,3829,2946,843
48435,TX,Sutton County,99,43.5,53.6,80.2,37.8,39.8,54.7,C,0,3776,2886,723
48079,TX,Cochran County,99,52.1,68,95,25.2,26.1,41.0,D,0,2853,2088,468
72087,PR,Loiza Municipio,95.9,57.5,61.2,60.7,49.4,52.3,56.1,D,1,24553,19813,4728
05017,AR,Chicot County,90.5,54.1,64.8,85.7,36.5,38.7,55.2,D,0,10118,7901,2136
50027,VT,Windsor County,73.6,49.7,54.7,62.3,47.1,50.0,59.7,A,0,55062,45228,13333
39075,OH,Holmes County,98.6,18,24.7,50.9,50.9,52.6,68.0,B,0,43960,30479,6156
28123,MS,Scott County,98.1,49.8,62.4,87.1,35.6,38.2,64.4,D,0,28124,20613,4337
12081,FL,Manatee County,98.6,61.1,69.7,85.2,42.8,45.0,58.8,C,1,403253,330760,113157
18055,IN,Greene County,98.6,41,49.1,66.6,44.0,45.8,65.7,B,0,31922,25034,6332
13085,GA,Dawson County,89.6,39.5,47.4,64.7,35.0,36.2,52.7,A,1,26108,20853,5278
21105,KY,Hickman County,94,37.1,43.1,58.2,42.2,44.0,62.0,C,0,4380,3577,1156
47099,TN,Lawrence County,97.8,36.4,46.1,72.4,40.9,42.6,60.9,D,0,44142,33151,7922
22033,LA,East Baton Rouge Parish,96.8,55.5,65.8,92.1,42.0,44.9,68.4,C,1,440059,339986,64429
29199,MO,Scotland County,91.3,26.1,34.5,56.6,47.0,49.9,70.0,C,0,4902,3488,908
38071,ND,Ramsey County,92.6,56.3,68.5,85,47.9,50.6,73.4,B,0,11519,8839,2338
28001,MS,Adams County,98.1,53.9,62.6,85.4,37.0,39.3,58.4,D,0,30693,24590,6005
13285,GA,Troup County,89.6,36.6,44.8,68.9,32.7,34.7,53.9,D,0,69922,52959,10638
28111,MS,Perry County,98.1,37.7,45.9,66.2,32.3,34.0,51.7,C,1,11973,9320,2235
19061,IA,Dubuque County,97.4,64,74.5,95,55.3,59.8,80.7,A,1,97311,75191,17819
31175,NE,Valley County,90.6,32.8,40,50.6,71.1,74.8,95.0,A,0,4158,3208,1073
19043,IA,Clayton County,97.4,47.6,57.5,78.9,52.0,54.1,69.1,A,0,17549,13842,4274
51147,VA,Prince Edward County,79.3,30.7,35.2,65.1,5.8,6.0,7.5,C,0,22802,19154,3869
21103,KY,Henry County,94,53.5,64.7,84.6,41.7,44.1,64.6,C,1,16126,12384,2905
01077,AL,Lauderdale County,92.4,46.2,54.6,76.2,36.7,38.1,57.4,B,1,92729,74683,19007
19137,IA,Montgomery County,97.4,56,67.8,93.2,51.6,54.7,75.6,C,0,9917,7681,2147
48095,TX,Concho County,99,49.8,59.4,79.8,41.7,42.7,61.6,B,0,2726,2229,689
12111,FL,St. Lucie County,98.6,57.9,66.7,82.1,40.2,42.7,60.9,C,1,328297,264186,80928
51683,VA,Manassas city,79.3,48,60.9,70,2.8,2.9,5.5,B,1,41085,30062,4438
17177,IL,Stephenson County,98.4,60.5,71.4,95,52.0,54.9,70.5,B,0,44498,35034,10426
40149,OK,Washita County,93.8,38.8,48.6,71.9,38.2,39.9,58.9,B,0,10916,8243,2038
40107,OK,Okfuskee County,93.8,46.5,56.2,82.6,39.0,41.4,56.5,D,0,11993,9255,2152
13187,GA,Lumpkin County,89.6,34.1,39.2,67.7,37.3,38.7,51.5,B,0,33610,27813,5987
39137,OH,Putnam County,98.6,48.4,60.7,86.8,49.0,51.8,73.9,A,0,33861,25257,6096
39147,OH,Seneca County,98.6,48.6,58.2,86.7,49.9,52.6,72.4,B,0,55178,43203,10262
21037,KY,Campbell County,94,63.2,72.7,94.1,45.0,48.2,68.1,A,1,93584,74142,15068
20083,KS,Hodgeman County,93.6,44.5,55.6,65.1,37.3,38.0,51.9,A,0,1794,1383,438
17033,IL,Crawford County,98.4,50.9,59.8,87.2,46.6,48.8,68.9,B,0,18667,14965,3622
51083,VA,Halifax County,79.3,43.1,50.5,62.7,24.2,25.2,35.3,C,0,33911,27075,8399
21163,KY,Meade County,94,38.9,45.9,68.9,39.6,42.2,63.9,B,1,28572,22257,4187
31149,NE,Rock County,90.6,37.1,43.7,48.9,70.4,74.7,95.0,A,0,1357,1068,362
29111,MO,Lewis County,91.3,33.7,42,72.1,37.9,39.0,53.7,B,0,9776,7617,1835
55087,WI,Outagamie County,96.9,63.8,73.9,95,55.9,60.8,82.9,A,1,187885,144062,28662
21211,KY,Shelby County,94,46.5,53.8,71.9,43.8,47.4,69.5,B,1,49024,38038,7754
56031,WY,Platte County,97.1,41,49,72.2,45.8,47.7,64.0,A,0,8393,6691,2177
18081,IN,Johnson County,98.6,58,69.1,92.5,43.8,46.8,65.9,A,1,158167,119315,23480
36013,NY,Chautauqua County,97.6,58.8,66.9,83.1,52.5,56.1,71.7,C,0,126903,101274,26285
40105,OK,Nowata County,93.8,43,52.7,70.9,31.3,32.6,49.0,C,0,10076,7825,1993
28093,MS,Marshall County,98.1,53.8,63.2,86,34.1,36.0,53.9,C,1,35294,27983,6406
42069,PA,Lackawanna County,94.7,69.5,78.4,89.7,50.2,54.1,72.1,C,1,209674,166709,42622
47045,TN,Dyer County,97.8,39.9,49.6,70.5,36.8,38.5,59.6,D,0,37159,28334,6670
53075,WA,Whitman County,96,46.4,49.6,83.2,47.7,50.6,67.4,C,0,50104,42587,5372
35021,NM,Harding County,97,59,62,61.6,64.0,66.3,74.2,B,0,625,555,245
54049,WV,Marion County,97.2,56.5,65,84.7,48.2,51.1,68.7,B,0,56072,44850,11084
30007,MT,Broadwater County,95.8,33.4,40,63.7,44.8,46.3,59.6,A,0,6237,5013,1499
27049,MN,Goodhue County,94.6,66.3,76.1,93.6,59.9,64.8,84.2,A,0,46340,36097,9337
06097,CA,Sonoma County,97.5,77.4,84.9,90.7,58.9,63.8,80.5,B,1,494336,398831,102323
48089,TX,Colorado County,99,52.5,64.5,83.4,38.5,40.5,59.0,C,0,21493,16553,4850
08049,CO,Grand County,97.1,62.7,70.1,79.9,51.9,54.1,69.9,A,0,15734,13108,2905
26151,MI,Sanilac County,95.5,42.5,51.8,73.9,54.0,55.7,72.8,B,0,41170,32362,9096
41025,OR,Harney County,97.8,45.7,54.1,66.8,47.7,49.8,66.7,C,0,7393,5907,1844
31021,NE,Burt County,90.6,58.4,68.1,85.6,58.6,63.7,82.9,B,0,6459,5006,1573
22065,LA,Madison Parish,96.8,45.1,54.5,75.2,33.1,35.7,62.7,D,0,10951,8347,1635
38091,ND,Steele County,92.6,46.3,55.3,68.5,48.3,51.7,66.0,A,0,1890,1475,476
46095,SD,Mellette County,96.7,35.2,44.4,47.9,31.2,34.1,47.3,D,0,2061,1427,305
26159,MI,Van Buren County,95.5,56.9,67.5,85.7,53.7,57.1,77.4,C,1,75677,58196,14125
13263,GA,Talbot County,89.6,48,54.1,65.4,39.2,41.3,55.1,D,0,6195,5186,1577
29053,MO,Cooper County,91.3,44.1,51.8,74.1,41.5,44.4,64.1,B,0,17709,13892,3246
47037,TN,Davidson County,97.8,64.5,74.3,89,45.7,48.9,72.6,C,1,694144,551071,87023
19133,IA,Monona County,97.4,53.5,64.9,85.1,50.3,52.9,71.6,A,0,8615,6713,2129
48407,TX,San Jacinto County,99,34.2,41.3,57.3,35.8,37.3,54.6,C,0,28859,22737,6488
